offset,topic,payload
1m22.3791179s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack05/energyValve/returnTemperature/feedback/value,"{""value"":46.36,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m22.3796811s,BMS/v1/PUB/Value/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack04/energyValve/supplyTemperature/feedback/value,"{""value"":32.89,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m22.3805501s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase2/value,"{""value"":33.527,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m22.3808361s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/maxCurrent/value,"{""value"":42.996,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1584341s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH01/feedback/value,"{""value"":28.583347,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1609173s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack05/energyValve/flow/feedback/value,"{""value"":50.973,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1614041s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack06/energyValve/flow/feedback/value,"{""value"":50.935,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1621511s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack02/energyValve/flow/feedback/value,"{""value"":50.837,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1631521s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack03/energyValve/flow/feedback/value,"{""value"":50.08,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1638261s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack04/energyValve/flow/feedback/value,"{""value"":50.548,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1646531s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH02/feedback/value,"{""value"":35.913994,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1679131s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase1/value,"{""value"":42.999,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1683309s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase3/value,"{""value"":42.999,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.168715s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase3/value,"{""value"":24.302,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1700691s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E2/info/activePower/value,"{""value"":111.054,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1703381s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/apparentPower/value,"{""value"":19.409,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1708071s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase1/value,"{""value"":27.871,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.1710301s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E2/info/apparentPower/value,"{""value"":112.881,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3430702s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/current/value,"{""value"":28.816883,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3465032s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E1/info/voltage/voltage/value,"{""value"":408.21,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3513791s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp01/feedback/value,"{""value"":28.613472,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3543711s,BMS/v1/PUB/Value/Sensor/Sound/nvidia/titan/pod1C/rowE/environment/hotAisle/sound/sound02/feedback/value,"{""value"":69.00005,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3546161s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase2/value,"{""value"":42.901,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3556041s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E2/info/voltage/voltage/value,"{""value"":408.3,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3558531s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH01/feedback/value,"{""value"":32.355423,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3576931s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp01/feedback/value,"{""value"":26.40522,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3608932s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/apparentPower/value,"{""value"":29.196,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3647931s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp02/feedback/value,"{""value"":27.728539,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3655361s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH02/feedback/value,"{""value"":29.969162,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3660261s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E2/info/frequency/value,"{""value"":60.004,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3668831s,BMS/v1/PUB/Value/Sensor/AirDifferentialPressure/nvidia/titan/pod1C/rowE/environment/dp/dp02/feedback/value,"{""value"":0.05476886,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3684892s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E1/info/frequency/value,"{""value"":60.004,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3693361s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/primary/inlet/pressure/feedback/value,"{""value"":286.13254,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3718791s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E1/info/activePower/value,"{""value"":103.009,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3730991s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E1/info/apparentPower/value,"{""value"":104.632,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3733681s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/frequency/value,"{""value"":60.002,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3752051s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/activePower/value,"{""value"":28.731,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.375479s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/current/value,"{""value"":42.96636,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3780491s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/maxCurrent/value,"{""value"":33.524,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3788781s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/activePower/value,"{""value"":19.099,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3794381s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack05/energyValve/dp/feedback/value,"{""value"":80.02,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3803131s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/maxCurrent/value,"{""value"":42.999,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3805973s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase2/value,"{""value"":33.524,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m23.3824161s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack04/energyValve/dp/feedback/value,"{""value"":78.87,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.1510932s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp02/feedback/value,"{""value"":24.673271,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.1547361s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH01/feedback/value,"{""value"":28.585875,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.1559381s,BMS/v1/PUB/Value/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack03/energyValve/supplyTemperature/feedback/value,"{""value"":32.77,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.1564701s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack05/energyValve/flow/feedback/value,"{""value"":50.573,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.1568661s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack06/energyValve/flow/feedback/value,"{""value"":50.67,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.1577111s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack02/energyValve/flow/feedback/value,"{""value"":50.967,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.1587781s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack03/energyValve/flow/feedback/value,"{""value"":50.548,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.1594601s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack04/energyValve/flow/feedback/value,"{""value"":49.724,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.159745s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/secondary/return/pressure/feedback/value,"{""value"":235.11131,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.1607311s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH02/feedback/value,"{""value"":35.913467,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3506621s,BMS/v1/PUB/Value/CDU/LiquidDifferentialPressure/nvidia/titan/pod1C/C-F00-CDU-05/secondary/dp/feedback/value,"{""value"":90.32136,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3611629s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase1/value,"{""value"":42.997,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3614541s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase3/value,"{""value"":42.987,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3617271s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase3/value,"{""value"":24.296,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3631761s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E2/info/activePower/value,"{""value"":111.066,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3636269s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/apparentPower/value,"{""value"":19.405,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3644971s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase1/value,"{""value"":27.867,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3649781s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E2/info/apparentPower/value,"{""value"":112.887,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3661741s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/current/value,"{""value"":28.813908,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3672659s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E1/info/voltage/voltage/value,"{""value"":408.2,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3688311s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp01/feedback/value,"{""value"":28.617813,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3720441s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase2/value,"{""value"":42.916,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.373487s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E2/info/voltage/voltage/value,"{""value"":408.25,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.37375s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH01/feedback/value,"{""value"":32.355015,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3787541s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/primary/outlet/pressure/feedback/value,"{""value"":195.81119,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3804231s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp02/feedback/value,"{""value"":27.728058,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3811821s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH02/feedback/value,"{""value"":29.97002,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3818011s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E2/info/frequency/value,"{""value"":60.003,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3850841s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/primary/inlet/pressure/feedback/value,"{""value"":290.2694,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3858211s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack02/energyValve/returnTemperature/feedback/value,"{""value"":42.1,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3867821s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E1/info/activePower/value,"{""value"":103.003,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3876081s,BMS/v1/PUB/Value/Sensor/AirDifferentialPressure/nvidia/titan/pod1C/rowE/environment/dp/dp01/feedback/value,"{""value"":0.027608335,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3882731s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E1/info/apparentPower/value,"{""value"":104.629,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3885041s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/frequency/value,"{""value"":60.004,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3905211s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/current/value,"{""value"":42.966682,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3924001s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack02/energyValve/dp/feedback/value,"{""value"":189.8,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.393698s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/activePower/value,"{""value"":19.096,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3944851s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack05/energyValve/dp/feedback/value,"{""value"":79.99,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3954431s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/maxCurrent/value,"{""value"":42.997,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m24.3965561s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack04/energyValve/dp/feedback/value,"{""value"":78.84,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1559301s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp02/feedback/value,"{""value"":24.673874,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1639901s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack05/energyValve/flow/feedback/value,"{""value"":50.703,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1649231s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack02/energyValve/flow/feedback/value,"{""value"":50.726,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1666301s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack03/energyValve/flow/feedback/value,"{""value"":50.386,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1675193s,BMS/v1/PUB/Value/Rack/RackLiquidFlow/nvidia/titan/pod1C/rowE/rack04/energyValve/flow/feedback/value,"{""value"":49.805,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1686163s,BMS/v1/PUB/Value/Rack/RackLiquidDifferentialPressure/nvidia/titan/pod1C/rowE/rack06/energyValve/dp/feedback/value,"{""value"":81.22,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1720491s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase1/value,"{""value"":43.001,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1724481s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase3/value,"{""value"":43.001,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1729091s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase3/value,"{""value"":24.304,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1748201s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E2/info/activePower/value,"{""value"":111.057,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1751421s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/power/apparentPower/value,"{""value"":19.409,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1757853s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/phase1/value,"{""value"":27.866,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1761401s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/C-E-BUS-E2/info/apparentPower/value,"{""value"":112.877,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1770112s,BMS/v1/PUB/Value/PowerMeter/Current/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E2/current/current/value,"{""value"":28.817385,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1779221s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E1/info/voltage/voltage/value,"{""value"":408.19,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.1795382s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/hotAisle/temperature/temp01/feedback/value,"{""value"":28.617577,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3315613s,BMS/v1/PUB/Value/PowerMeter/PhaseCurrent/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/current/phase2/value,"{""value"":42.905,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3339881s,BMS/v1/PUB/Value/Sensor/Sound/nvidia/titan/pod1C/rowE/environment/coldAisle/sound/sound02/feedback/value,"{""value"":67.50005,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3344551s,BMS/v1/PUB/Value/PowerMeter/Voltage/nvidia/titan/pod1C/C-E-BUS-E2/info/voltage/voltage/value,"{""value"":408.3,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3349381s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/coldAisle/relativeHumidity/rH01/feedback/value,"{""value"":32.3559,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3383421s,BMS/v1/PUB/Value/Sensor/AirTemperature/nvidia/titan/pod1C/rowE/environment/coldAisle/temperature/temp01/feedback/value,"{""value"":26.404984,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3458451s,BMS/v1/PUB/Value/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack06/energyValve/supplyTemperature/feedback/value,"{""value"":32.97,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3462491s,BMS/v1/PUB/Value/PowerMeter/ApparentPower/nvidia/titan/pod1C/rowE/rack05/C-E05-TAP-E1/power/apparentPower/value,"{""value"":29.199,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3480771s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/primary/outlet/pressure/feedback/value,"{""value"":196.50066,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.349185s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack06/energyValve/returnTemperature/feedback/value,"{""value"":43.12,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3505201s,BMS/v1/PUB/Value/Sensor/AirRelativeHumidity/nvidia/titan/pod1C/rowE/environment/hotAisle/relativeHumidity/rH02/feedback/value,"{""value"":29.96928,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3528852s,BMS/v1/PUB/Value/PowerMeter/Frequency/nvidia/titan/pod1C/C-E-BUS-E1/info/frequency/value,"{""value"":60.003,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3536231s,BMS/v1/PUB/Value/CDU/LiquidPressure/nvidia/titan/pod1C/C-F00-CDU-05/primary/inlet/pressure/feedback/value,"{""value"":292.33783,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3557513s,BMS/v1/PUB/Value/Rack/RackLiquidSupplyTemperature/nvidia/titan/pod1C/rowE/rack05/energyValve/supplyTemperature/feedback/value,"{""value"":32.68,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3560991s,BMS/v1/PUB/Value/Rack/RackLiquidReturnTemperature/nvidia/titan/pod1C/rowE/rack02/energyValve/returnTemperature/feedback/value,"{""value"":42.11,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.356653s,BMS/v1/PUB/Value/CDU/LiquidTemperature/nvidia/titan/pod1C/C-F00-CDU-05/primary/outlet/temperature/feedback/value,"{""value"":33.0,""timestamp"":{{timestamp_ms}},""quality"":1}"
1m25.3578511s,BMS/v1/PUB/Value/PowerMeter/ActivePower/nvidia/titan/pod1C/C-E-BUS-E1/info/activePower/value,"{""value"":103.014,""timestamp"":{{timestamp_ms}},""quality"":1}"
